"time{s}","DiscreteIntegral\input","DiscreteIntegral\output","DiscreteIntegral1\input","DiscreteIntegral1\output","accelerometer_y","accelerometer_z","encoder_L","encoder_R","fb_input","gyro_x","lr_input","mux_out[1]","mux_out[2]","mux_out[5]","mux_out[6]","fallen_down"
0.66,-0.0508921336092809,0,-0.033422828788097,0,0.0156254768517106,-0.510269478438673,0.543884277470383,0.945190429907569,0,0.00311288796655171,0,-1.54072402027287,5.05763106047434e-007,0.00873465241059195,0.042157481198689,1
0.661,-0.050643991371828,0,-0.034048517674031,0,0.0102542191839351,-0.495132297738578,0.543884277470383,0.946411133032854,0,-0.00714133121738334,0,-1.54075098205281,-6.14485346948803e-005,0.00829773684889848,0.0423462545229295,1
0.662,-0.0505733167755116,0,-0.0328631837179808,0,0.0102542191839351,-0.50343333231605,0.54370117200159,0.947509765845609,0,0.00921658986175115,0,-1.54077720448757,-8.43507323419268e-005,0.00885506652876544,0.0417182502467462,1
0.663,-0.0501617745120687,0,-0.0335240361407327,0,0.010742515335551,-0.504898220770898,0.543151855595212,0.948547363502101,0,0.00885036774803919,0,-1.54080643522112,-1.76530668698369e-005,0.00831886918566801,0.0418429053264007,1
0.664,-0.049810980511879,0,-0.0334619391927582,0,0.00683614612262337,-0.50587481307413,0.543090820438948,0.949768066627385,0,0.000366222113711966,0,-1.54084440948392,-9.57837265840698e-005,0.00817452065956038,0.0416364598523186,1
0.665,-0.0501663009726471,0,-0.0324497464073388,0,0.0141605883968627,-0.513199255348369,0.543212890751477,0.950927734596405,0,-0.00781273842585528,0,-1.54089004812403,-0.00016585668946668,0.00885827728265414,0.041308023689993,1
0.666,-0.0498706929769259,0,-0.0330002905047675,0,0.0122074037903989,-0.505386516922513,0.54254150403257,0.952026367409161,0,0.00445570238349559,0,-1.54094670223111,-0.000158584209023191,0.00843520123607918,0.0414354917408467,1
0.667,-0.049099123079573,0,-0.0337888136117167,0,0.0209967345194861,-0.514175847651601,0.542602539188835,0.953125000221917,0,-0.0198980681783502,0,-1.54100971729513,-8.14498783678198e-005,0.00765515473392815,0.0414439683456449,1
0.668,-0.0499353178185852,0,-0.032619797343152,0,0.0146488845484787,-0.511734366893521,0.542419433720042,0.954101562722144,0,-0.0123905148472549,0,-1.54107226810625,-0.00011464023109484,0.0086577602377166,0.0412775575808686,1
0.677,-0.0476758867859384,0,-0.0336807659302114,0,0.0166020691549425,-0.508316293832209,0.541259765751022,0.964111328349475,0,0.00360118411816767,0,-1.54129622100086,0.000167372481859113,0.00699756042786353,0.0406783263580749,1
0.686000000000001,-0.0458298388935529,0,-0.0328843175123335,0,0.0102542191839351,-0.503921628467666,0.539978027469473,0.973937988508013,0,-0.000915555284279916,0,-1.54099992335293,8.70614591824369e-005,0.0064727606906097,0.0393570782029432,1
0.695000000000001,-0.0474848993735498,0,-0.0351776824718807,0,0.0205084383678701,-0.500503555406354,0.538879394656718,0.984924316635571,0,-0.00097659230323191,0,-1.54080909570236,0.000242765233366265,0.00615360845083456,0.0413312909227153,1
0.704000000000001,-0.0493573830915235,0,-0.0400312135414225,0,0.0126956999420148,-0.514664143803217,0.537597656375169,0.996704101794563,0,0.0138554033021027,0,-1.54035153395887,0.000157900913779822,0.00466308477505051,0.044694298316473,1
0.713000000000001,-0.0452987126894226,0,-0.0363506184976708,0,0.0151371807000946,-0.511246070741905,0.53717041028132,0.00543212890751477,0,-0.00628681295205542,0,-1.54016658682211,0.000144992983312928,0.00447404709587588,0.0408246655935467,1
0.723000000000001,-0.0399304135365543,0,-0.0331081111974011,0,0.0195318460646382,-0.504898220770898,0.5360107423123,0.0145874023471464,0,-0.00805688650166326,0,-1.54018899394884,-0.000104807891053665,0.00341115116957661,0.0365192623669777,1
0.733000000000001,-0.0355121744164864,0,-0.0300522347051642,0,0.0366222113711966,-0.520035401470992,0.535949707156036,0.022583007817758,0,-0.00549333170567949,0,-1.53985581618698,-2.30445361866867e-005,0.0027299698556611,0.0327822045608253,1
0.743000000000001,-0.0319555570423664,0,-0.0271561655933938,0,0.0498062074648274,-0.490737632374035,0.535278320437129,0.0299072265694633,0,0.00561540574358348,0,-1.53962664172624,0.000217458578760247,0.00239969572448631,0.0295558613178801,1
0.753000000000001,-0.0281669431351189,0,-0.0248681974361284,0,0.0253913998840297,-0.499526963103122,0.534790039187016,0.0364379882897339,0,0.0086672566911832,0,-1.54054494575984,0.000350359768280582,0.00164937284949526,0.0265175702856237,1
0.763000000000001,-0.0256602017808685,0,-0.0224201344818109,0,0.021485030671102,-0.502456740012818,0.534362793093166,0.0421752929785697,0,-0.00451673940244758,0,-1.54145793369692,9.60462632217768e-005,0.0016200336495288,0.0240401681313397,1
0.772000000000001,-0.0240348394589777,0,-0.0206873444843607,0,0.00781273842585528,-0.533219397564623,0.534057617311845,0.0473022461047634,0,-0.00244148075807978,0,-1.54106468134283,-1.243761894964e-005,0.00167374748730851,0.0223610919716692,1
0.781000000000001,-0.0212330770247353,0,-0.0185661280882986,0,0.00195318460646382,-0.512710959196753,0.533935546999317,0.0514526367307298,0,0.00738547929319132,0,-1.54036817292843,-0.000134328220096558,0.00133347446821838,0.0198996025565169,1
0.790000000000001,-0.0195893021588899,0,-0.0162545858457061,0,0.0356456190679647,-0.522965178380688,0.533325195436674,0.0554199218879035,0,-0.0167851802117985,0,-1.54013777571685,-0.000289069640275064,0.00166735815659189,0.017921944002298,1
0.798000000000001,-0.0179207291118343,0,-0.0144843934299991,0,0.0151371807000946,-0.508316293832209,0.53253173840524,0.0584106445448498,0,0.00280770287179174,0,-1.5400667948077,0.00012211572811478,0.00171816784091761,0.0162025612709167,1
0.806000000000001,-0.0157040016257776,0,-0.0138196363436239,0,0.0126956999420148,-0.507339701528977,0.53253173840524,0.0612792968892677,0,0.0098269600512711,0,-1.54027426484597,0.000182990007969829,0.000942182641076878,0.0147618189847007,1
0.814000000000001,-0.0150971574785841,0,-0.0115961560654836,0,0.0239265114291818,-0.51661732840968,0.532409668092711,0.0636596679835719,0,-0.0010986663411359,0,-1.54056886943876,0.000260307538401614,0.00175050070655024,0.0133466567720339,1
0.822000000000001,-0.0138147185197727,0,-0.0101561412518552,0,0.0141605883968627,-0.510269478438673,0.531982421998862,0.0657958984528193,0,0.0032349620044557,0,-1.54026637870813,0.000370087225115273,0.00182928863395877,0.011985429885814,1
0.830000000000001,-0.0121823420307461,0,-0.00919433567687811,0,0.0170903653065584,-0.508804589983825,0.531677246217541,0.0675659179844814,0,-0.0121463667714469,0,-1.53975061059565,0.000252480608328612,0.00149400317693402,0.0106883388538121,1
0.837000000000001,-0.0102404461436626,0,-0.00798842158326908,0,0.0122074037903989,-0.502945036164434,0.53137207043622,0.0690307617348225,0,0.00122074037903989,0,-1.53909294688159,0.000138786654900081,0.00112601228019678,0.00911443386346586,1
0.844000000000001,-0.0100704375105823,0,-0.00636817286343907,0,0.00683614612262337,-0.514664143803217,0.531005859498634,0.0703125000163709,0,0.00335703604235969,0,-1.53879924595409,0.000115475807399149,0.00185113232357161,0.00821930518701068,1
0.851000000000001,-0.00854732048429088,0,-0.00627785472897257,0,0.0151371807000946,-0.508804589983825,0.530700683717313,0.0712890625165983,0,-0.011230811487167,0,-1.53897740043805,0.000114318511639213,0.00113473287765915,0.00741258760663173,1
0.858000000000001,-0.00765801193246324,0,-0.00422130307855711,0,0.0156254768517106,-0.505386516922513,0.529846191529614,0.0724487304856183,0,6.10370189519944e-005,0,-1.5394903287102,-9.99479358183555e-006,0.00171835442695306,0.00593965750551018,1
0.865000000000001,-0.00797691535402412,0,-0.0028993583478413,0,0.0122074037903989,-0.51905880916776,0.529724121217086,0.0728149414232036,0,-0.00549333170567949,0,-1.54006469556818,0.000251032405121068,0.00253877850309141,0.00543813685093271,1
0.872000000000001,-0.00682774216525137,0,-0.00230260119549856,0,0.0190435499130222,-0.496597186193426,0.52905273449818,0.0733642578295814,0,0.0138554033021027,0,-1.5404873300159,0.000170377942638269,0.00226257048487641,0.00456517168037496,1
0.879000000000001,-0.00522446461952825,0,-0.00196981343864043,0,0.0253913998840297,-0.50343333231605,0.528442382935538,0.0737915039234309,0,0.00622577593310343,0,-1.54063499985052,0.000156686156843103,0.00162732559044391,0.00359713902908434,1
0.885000000000001,-0.00559758145246491,0,0.000352120374266714,0,0.0126956999420148,-0.494644001586962,0.528198242310481,0.0739135742359593,0,-0.0021973326822718,0,-1.54031819845579,0.000159966355110587,0.00297485091336581,0.0026227305390991,1
0.891000000000001,-0.00490177141158581,0,0.000787437138394756,0,0.0195318460646382,-0.507339701528977,0.527648925904103,0.0737915039234309,0,0.00585955381939146,0,-1.53967302570666,0.000103126654752981,0.00284460427499028,0.00205716713659553,1
0.897000000000001,-0.00406492482112368,0,0.00138398966289551,0,0.0126956999420148,-0.502945036164434,0.527099609497725,0.0739135742359593,0,0.00604266487624744,0,-1.53909645040823,8.72969724024466e-005,0.0027244572420096,0.00134046757911408,1
0.903000000000001,-0.00370742119710061,0,0.0035911743541061,0,0.0146488845484787,-0.50587481307413,0.526367187622554,0.0737915039234309,0,0.0162968840601825,0,-1.53873734234153,-0.000102168473683643,0.00364929777560336,5.81234214972554e-005,1
0.909000000000001,-0.00288158205293263,0,0.00346426748832037,0,0.0043946653645436,-0.512222663045137,0.525634765747384,0.0734863281421099,0,0.011108737449263,0,-1.53860682062549,-9.42974468491764e-005,0.0031729247706265,-0.000291342717693872,1
0.915000000000001,-0.00354999520358859,0,0.00416061458597718,0,0.00878933072908719,-0.502456740012818,0.524902343872213,0.0733032226733172,0,0.00915555284279916,0,-1.53883627595559,-0.00013352641885581,0.00385530489478289,-0.000305309691194297,1
0.921000000000001,-0.00298535682795943,0,0.00562453410348956,0,0.00878933072908719,-0.515640736106449,0.524108886840779,0.0728759765794678,0,0.00122074037903989,0,-1.53947428807129,-0.000188444219971417,0.0043049454657245,-0.00131958863776507,1
0.927000000000001,-0.0032040194525174,0,0.00544917546432765,0,0.0097659230323191,-0.496597186193426,0.523437500121872,0.0725097656418825,0,-0.010803552354503,0,-1.54020616959401,-0.000185466123012097,0.00432659745842252,-0.00112257800590513,1
0.933000000000001,-0.00248442020930907,0,0.00629424860549483,0,0.0146488845484787,-0.515152439954833,0.52209472668406,0.0718994140792404,0,-0.00256355479598376,0,-1.54086349840974,4.00885790591813e-005,0.00438933440740195,-0.00190491419809288,1
0.938000000000001,-0.00292991669132948,0,0.00693281366029171,0,0.021973326822718,-0.509781182287057,0.521606445433946,0.0718994140792404,0,-0.0010986663411359,0,-1.54113756694724,0.00012691047267627,0.00493136517581059,-0.00200144848448111,1
0.943000000000001,-0.00304881043539492,0,0.00609909172744116,0,0.0224616229743339,-0.502456740012818,0.520812988402511,0.0715942382979193,0,-0.00488296151615955,0,-1.54114065830384,9.37464894768603e-005,0.00457395108141804,-0.00152514064602312,1
0.948000000000001,-0.00311790602545114,0,0.00791157273311889,0,0.0209967345194861,-0.507827997680593,0.519897461058548,0.0711669922040699,0,-0.0117801446577349,0,-1.54084715646079,0.000124364758115134,0.00551473937928502,-0.00239683335383388,1
0.953000000000001,-0.00314415730516703,0,0.00698929869027848,0,0.021973326822718,-0.506851405377361,0.519287109495906,0.0708618164227488,0,0.00421155430768761,0,-1.54034928963098,0.000289366553539044,0.00506672799772276,-0.00192257069255573,1
0.958000000000001,-0.0028605491232212,0,0.00717297526741647,0,0.021485030671102,-0.508316293832209,0.518615722777,0.070617675797692,0,-0.00494399853511155,0,-1.53977705385238,0.000403879776558998,0.00501676219531884,-0.00215621307209764,1
0.962000000000001,-0.00386904142898783,0,0.00871640605871585,0,0.0136722922452467,-0.504898220770898,0.517517089964244,0.0699462890787856,0,0.00354014709921567,0,-1.53929666921634,0.000382135335427753,0.00629272374385184,-0.00242368231486401,1
0.966000000000001,-0.00408209083156098,0,0.00850858326281155,0,0.0131839960936308,-0.500503555406354,0.516906738401602,0.069763183609993,0,0.00134281441694388,0,-1.53890907559911,0.000254167314482159,0.00629533704718626,-0.00221324621562528,1
0.970000000000001,-0.00319094541508401,0,0.00803860179269539,0,0.0180669576097903,-0.502456740012818,0.516418457151488,0.069763183609993,0,-0.000488296151615955,0,-1.53859091447035,0.000281618904295425,0.0056147736038897,-0.00242382818880569,1
0.974000000000001,-0.0032603964676681,0,0.00747007268871668,0,0.0126956999420148,-0.504898220770898,0.515991211057639,0.0693969726724077,0,-0.00164799951170385,0,-1.538288171253,-6.12168967771998e-005,0.00536523457819239,-0.00210483811052429,1
0.978000000000001,-0.00281098933608292,0,0.00701913374715863,0,0.0195318460646382,-0.514664143803217,0.515747070432582,0.0692749023598793,0,0.00518814661091952,0,-1.53812373770373,-2.69954698572966e-005,0.00491506154162077,-0.00210407220553786,1
0.982000000000001,-0.00242798240532437,0,0.00626132115858321,0,0.0136722922452467,-0.501480147709586,0.51513671886994,0.0692138672036151,0,0.00787377544480728,0,-1.53803908943763,-0.000132327742618364,0.00434465178195379,-0.00191666937662942,1
0.986000000000001,-0.00227853594280099,0,0.00574564813002309,0,0.0102542191839351,-0.503921628467666,0.515075683713675,0.0688476562660298,0,0.0065309610278634,0,-1.53811631373834,-0.000108029831060047,0.00401209203641204,-0.00173355609361105,1
0.990000000000001,-0.0024301468181716,0,0.00501010387824945,0,0.0097659230323191,-0.504409924619282,0.514526367307298,0.0689697265785583,0,0.0010376293221839,0,-1.53833016457663,-6.34781303203061e-005,0.00372012534821053,-0.00128997853003893,1
0.993000000000001,-0.0012804305289175,0,0.00496972198211024,0,0.0117191076387829,-0.509781182287057,0.514282226682241,0.0689086914222941,0,-0.000427259132663961,0,-1.53857533288243,-5.69222021045262e-005,0.00312507625551387,-0.00184464572659637,1
0.996000000000001,-0.00129201538431684,0,0.00487349961205761,0,0.0131839960936308,-0.506363109225745,0.514282226682241,0.0687255859535014,0,-0.00610370189519944,0,-1.53889525160751,3.76457440716448e-005,0.00308275749818722,-0.00179074211387039,1
0.999000000000001,-0.00195979155540229,0,0.00442718215612094,0,0.0097659230323191,-0.501968443861202,0.514160156369712,0.0687255859535014,0,-0.000793481246375927,0,-1.53921752036039,0.00011442582968845,0.00319348685576161,-0.00123369530035932,1
1.002,-0.00174758052739466,0,0.00351521489800431,0,0.0131839960936308,-0.50343333231605,0.514160156369712,0.068603515640973,0,0.000122074037903989,0,-1.53956328081352,7.43301468169724e-005,0.00263139771269948,-0.000883817185304825,1
1.005,-0.00144863236344076,0,0.00278689558358392,0,0.0166020691549425,-0.518082216864528,0.514038086057184,0.0687255859535014,0,0.00531022064882351,0,-1.53990756491882,0.000100181422934237,0.00211776397351234,-0.000669131610071576,1
1.008,-0.00218303193068045,0,0.00277268259060469,0,0.011230811487167,-0.513199255348369,0.514221191525976,0.068603515640973,0,0.00256355479598376,0,-1.54024738829382,7.17340328481113e-005,0.00247785726064257,-0.00029482532996212,1
1.011,-0.00040891226921014,0,0.00241099316917541,0,0.0126956999420148,-0.49855037079989,0.514038086057184,0.0687255859535014,0,-0.00408948026978362,0,-1.54057156024301,5.16982765980209e-005,0.00140995271919277,-0.00100104044998263,1
1.014,-0.000880552111234554,0,0.00197700127915241,0,0.0200201422162542,-0.50587481307413,0.513916015744655,0.068603515640973,0,-0.0102542191839351,0,-1.54085342417625,0.000181999604355912,0.00142877669519348,-0.000548224583958926,1
1.017,0.000114263734246071,0,0.00132098465789976,0,0.0126956999420148,-0.507339701528977,0.514160156369712,0.0685424804847088,0,-0.0087282937101352,0,-1.54104127552591,0.000136353934987237,0.000603360461826844,-0.000717624196072915,1
1.02,-0.000839633590132042,0,0.00104610115199042,0,0.021973326822718,-0.507827997680593,0.514099121213448,0.0687866211097656,0,0.00970488601336711,0,-1.54113957110582,0.000326120683843592,0.000942867371061232,-0.000103233780929191,1
1.023,7.14091401010023e-005,0,0.000941834088635241,0,0.0195318460646382,-0.503921628467666,0.514465332151033,0.0684814453284446,0,-0.00250251777703177,0,-1.541157271709,0.000276494390668237,0.000435212474267119,-0.000506621614368122,1
1.026,0.000332992782304867,0,0.00110504554031672,0,0.0249031037324137,-0.509292886135441,0.514526367307298,0.0685424804847088,0,-0.00305185094759972,0,-1.54107414863695,0.000207831166629817,0.000386026379005926,-0.000719019161310793,1
1.029,0.000423030901438828,0,7.11439852531151e-005,0,0.0200201422162542,-0.50343333231605,0.514648437619826,0.0686645507972372,0,0.00701925717947935,0,-1.54087811140723,0.000147841546686177,-0.000175943458092856,-0.000247087443345972,1
1.032,0.00010832527913742,0,0.00034879347979973,0,0.0253913998840297,-0.502945036164434,0.514526367307298,0.068603515640973,0,0.0123905148472549,0,-1.54057374422326,0.000137147712791011,0.000120234100331155,-0.000228559379468575,1
1.035,0.000663770604279429,0,-0.000216848338076384,0,0.0234382152775658,-0.50587481307413,0.514648437619826,0.0684814453284446,0,0.000183111056855983,0,-1.54018202393396,7.63483607069945e-005,-0.000440309471177907,-0.000223461133101522,1
1.038,0.0010082454708857,0,-0.000612495073544617,0,0.0224616229743339,-0.507339701528977,0.514892578244883,0.0687255859535014,0,0.00201422162541581,0,-1.53976079699994,3.72864655386721e-005,-0.00081037027221516,-0.000197875198670543,1
1.041,7.93702506944717e-005,0,-0.000470430430242157,0,0.021485030671102,-0.504898220770898,0.515075683713675,0.0687255859535014,0,0.00402844325083163,0,-1.53935580873216,2.07497327002988e-005,-0.000274900340468314,0.000195530089773843,1
1.044,0.00115767385403935,0,-0.000720613865539295,0,0.0170903653065584,-0.49855037079989,0.515075683713675,0.0687255859535014,0,-0.0153202917569506,0,-1.53893867516153,6.81050285799965e-005,-0.000939143859789324,-0.000218529994250029,1
1.047,0.000909965983970841,0,1.78185460556538e-005,0,0.0185552537614063,-0.505386516922513,0.514831543088619,0.068603515640973,0,-0.0154423657948546,0,-1.53853995804429,0.00017688127872659,-0.000446073718957593,-0.000463892265013247,1
1.05,0.000437301832056863,0,-0.000970753013589384,0,0.0170903653065584,-0.508316293832209,0.515075683713675,0.0684814453284446,0,0.011230811487167,0,-1.53816203570228,0.000188299437143347,-0.000704027422823123,0.00026672559076626,1
1.05199999999999,0.00107794218076009,0,-0.000171170183039883,0,0.0190435499130222,-0.510269478438673,0.515075683713675,0.0687255859535014,0,-0.000671407208471938,0,-1.53793466504126,8.94786500249817e-005,-0.000624556181899984,-0.000453385998860102,1
1.05399999999999,0.000429443350519831,0,-0.000644099117555823,0,0.0146488845484787,-0.501480147709586,0.515319824338732,0.0687255859535014,0,-0.00268562883388775,0,-1.53775432545839,2.73118940255202e-005,-0.000536771234037827,0.000107327883517996,1
1.05599999999999,0.000818293627140031,0,-0.00109371734429362,0,0.0136722922452467,-0.50587481307413,0.515380859494996,0.0686645507972372,0,-0.00366222113711966,0,-1.53760240190321,8.44537783691104e-005,-0.000956005485716823,0.000137711858576792,1
1.05799999999999,0.000959381246803433,0,-0.00097772071548118,0,0.0146488845484787,-0.504898220770898,0.515380859494996,0.0685424804847088,0,-0.00732444227423933,0,-1.53747680275075,0.00010615223576135,-0.000968550981142307,9.16973433887383e-006,1
1.05999999999999,0.00104866319043236,0,-0.000560456693403358,0,0.010742515335551,-0.510269478438673,0.515441894651261,0.068603515640973,0,0.00463881344035157,0,-1.53738721633394,0.000185711580208807,-0.000804559941917858,-0.0002441032485145,1
1.06199999999999,0.00106023133793768,0,-0.000756247876305931,0,0.0102542191839351,-0.506363109225745,0.515563964963789,0.0687255859535014,0,-0.00195318460646382,0,-1.53734411483707,6.51934207264831e-005,-0.000908239607121803,-0.000151991730815872,1
1.06399999999999,0.000963425328986606,0,-0.00122646806621059,0,0.00927762688070315,-0.511246070741905,0.515441894651261,0.0687255859535014,0,0.00830103457747124,0,-1.53736247927881,2.33960071949784e-005,-0.0010949466975986,0.000131521368611991,1
1.06599999999999,0.000668197270432664,0,-0.000787490606895253,0,0.00878933072908719,-0.511734366893521,0.515563964963789,0.0688476562660298,0,0.00689718314157537,0,-1.53743996015383,-0.000124589239857405,-0.000727843938663959,5.96466682312948e-005,1
1.06799999999999,0.00055260738114006,0,-0.00119396662985363,0,0.00878933072908719,-0.510269478438673,0.515502929807525,0.068603515640973,0,-0.00256355479598376,0,-1.53756696768502,-0.000112167008994736,-0.000873287005496844,0.000320679624356784,1
1.06999999999999,0.000778494649546486,0,-0.000384341284198218,0,0.0126956999420148,-0.510757774590289,0.515808105588846,0.0686645507972372,0,0.00384533219397565,0,-1.53773719026745,-2.38522178247476e-005,-0.000581417966872352,-0.000197076682674134,1
1.07199999999999,0.00127490994166399,0,-0.00114670993708144,0,0.00927762688070315,-0.504409924619282,0.515625000120053,0.0686645507972372,0,-0.00256355479598376,0,-1.5379425973605,-0.000111549370942909,-0.00121080993937271,-6.41000022912771e-005,1
1.07399999999999,0.000815313827677266,0,-0.000666785565410453,0,0.00830103457747124,-0.50587481307413,0.515686035276318,0.0687255859535014,0,0.00927762688070315,0,-1.53817373924594,-0.000188061089934127,-0.000741049696543859,-7.42641311334066e-005,1
1.07599999999999,0.000799758198187713,0,-0.000832508714609275,0,0.00683614612262337,-0.501480147709586,0.515747070432582,0.0687255859535014,0,-0.000305185094759972,0,-1.53842622884573,-0.00028673825078654,-0.000816133456398494,1.63752582107809e-005,1
1.07799999999999,0.000803186265507537,0,-0.000884590677622406,0,0.00830103457747124,-0.503921628467666,0.515747070432582,0.0685424804847088,0,0.00115970336008789,0,-1.53869578176365,-0.000220689709631328,-0.000843888471564971,4.07022060574345e-005,1
1.07999999999999,0.00115810687313635,0,-0.000342376700922812,0,0.0156254768517106,-0.510269478438673,0.515747070432582,0.0686645507972372,0,-0.00671407208471938,0,-1.53899348506584,-0.000261338864157498,-0.000750241787029579,-0.000407865086106767,1
1.08199999999999,0.000742867110760653,0,-0.000539022493906138,0,0.0136722922452467,-0.507339701528977,0.515747070432582,0.068603515640973,0,-0.00122074037903989,0,-1.53930245994402,-0.000174756165733128,-0.000640944802333395,-0.000101922308427257,1
1.08399999999999,0.000799423341332137,0,-0.000311440362750503,0,0.0180669576097903,-0.509781182287057,0.516052246213903,0.0687866211097656,0,0.00555436872463149,0,-1.53958316802035,-0.000199054858629776,-0.00055543185204132,-0.000243991489290817,1
1.08599999999999,0.000887281069664536,0,-0.00131243762181324,0,0.0175786614581744,-0.510757774590289,0.51586914074511,0.0686645507972372,0,-0.00164799951170385,0,-1.53985285478964,-0.000119303576545648,-0.00109985934573889,0.000212578276074353,1
1.08799999999999,0.000653481319628105,0,-0.000505518600105618,0,0.0185552537614063,-0.509292886135441,0.515991211057639,0.0687255859535014,0,0.00115970336008789,0,-1.54008131712301,-9.01219314258383e-005,-0.000579499959866861,-7.39813597612435e-005,1
