"time{s}","TurningAngularVel\system\BodyAngle\plot{rad}","TurningAngularVel\system\BodyAngularVel\plot{rad/s}","TurningAngularVel\system\MotorLAngle\plot","TurningAngularVel\system\BodyX\input","TurningAngularVel\system\BodyY\input","TurningAngularVel\system\TurningAngle\input","TurningAngularVel\system\BodyAngle\input{rad}","TurningAngularVel\system\BodyZ\input","TurningAngularVel\system\MotorRAngle\plot","TurningAngularVel\system\WheelMass\state","TurningAngularVel\system\WheelMass1\state"
0,0,0,0,0,0.13272,0,0,0,0,0,0
0.001,0,0,0,0,0.13272,0,0,0,0,0,0
0.002,0,0,0,0,0.13272,0,0,0,0,0,0
0.003,0,0,0,0,0.13272,0,0,0,0,0,0
0.004,0,0,0,0,0.13272,0,0,0,0,0,0
0.005,0,0,0,0,0.13272,0,0,0,0,0,0
0.006,0,0,0,0,0.13272,0,0,0,0,0,0
0.007,0,0,0,0,0.13272,0,0,0,0,0,0
0.008,0,0,0,0,0.13272,0,0,0,0,0,0
0.009,0,0,0,0,0.13272,0,0,0,0,0,0
0.01,0,0,0,0,0.13272,0,0,0,0,0,0
0.01,0,0,0,0,0.13272,0,0,0,0,0,0
0.011,0,0,0,0,0.13272,0,0,0,0,0,0
0.012,0,0,0,0,0.13272,0,0,0,0,0,0
0.013,0,0,0,0,0.13272,0,0,0,0,0,0
0.014,0,0,0,0,0.13272,0,0,0,0,0,0
0.015,0,0,0,0,0.13272,0,0,0,0,0,0
0.016,0,0,0,0,0.13272,0,0,0,0,0,0
